asv	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_01719	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA	NA
ASV_01720	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA
ASV_01721	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	NA
ASV_01722	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA	NA
ASV_01723	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_01724	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_01725	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_01726	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
ASV_01727	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pikeienuella	NA
ASV_01728	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Caloranaerobacteraceae	Caloranaerobacter	NA
ASV_01729	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus	NA
ASV_01730	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Seongchinamella	NA
ASV_01731	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	NA	NA
ASV_01732	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aureicoccus	marinus
ASV_01733	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	NA	NA
ASV_01734	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA	NA
ASV_01735	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	NA	NA
ASV_01736	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
ASV_01737	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	NA
ASV_01738	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Filomicrobium	NA
ASV_01739	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus	NA
ASV_01740	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	NA	NA
ASV_01741	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	NA
ASV_01742	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Filomicrobium	NA
ASV_01743	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	NA	NA
ASV_01744	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_01745	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Puniceicoccaceae	NA	NA
ASV_01746	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	NA
ASV_01747	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_01748	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Microbulbiferaceae	Microbulbifer	NA
ASV_01749	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Halocynthiibacter	arcticus
ASV_01750	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	NA
ASV_01751	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	NA
ASV_01752	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_01753	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	NA
ASV_01754	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA
ASV_01755	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
ASV_01756	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Salinirepens	NA
ASV_01757	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV_01758	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Rubidimonas	NA
ASV_01759	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	NA
ASV_01760	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	NA	NA
ASV_01761	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	A4b	NA	NA
ASV_01762	Bacteria	Pseudomonadota	Gammaproteobacteria	JTB23	NA	NA	NA
ASV_01763	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_01764	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
ASV_01765	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_01766	Bacteria	Pseudomonadota	Gammaproteobacteria	Beggiatoales	Leucotrichaceae	Leucothrix	NA
ASV_01767	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_01768	Bacteria	Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	NA	NA
ASV_01769	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_01770	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus	NA
ASV_01771	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges	NA
ASV_01772	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus	NA
ASV_01773	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_01774	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	namhaensis
ASV_01775	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_01776	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ASV_01777	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA	NA
ASV_01778	Bacteria	Pseudomonadota	Gammaproteobacteria	BD7-8	NA	NA	NA
ASV_01779	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella	NA
ASV_01780	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	NA
ASV_01781	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_01782	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_01783	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	NA	NA
ASV_01784	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia	NA
ASV_01785	Bacteria	Acidobacteriota	Subgroup 21	NA	NA	NA	NA
ASV_01786	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_01787	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_01788	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_01789	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Marinicaulis	NA
ASV_01790	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_01791	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_01792	Bacteria	Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella	NA
ASV_01793	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methyloligellaceae	Methyloceanibacter	NA
ASV_01794	Bacteria	Chloroflexota	KD4-96	NA	NA	NA	NA
ASV_01795	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_01796	Bacteria	Pseudomonadota	Gammaproteobacteria	Granulosicoccales	Granulosicoccaceae	Granulosicoccus	NA
ASV_01797	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia	NA
ASV_01798	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	NA	NA	NA
ASV_01799	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	NA
ASV_01800	Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	NA	NA
ASV_01801	Bacteria	Atribacterota	JS1	NA	NA	NA	NA
ASV_01802	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	NA	NA
ASV_01803	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	NA
ASV_01804	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	flava
ASV_01805	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
ASV_01806	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_01807	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_01808	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_01809	Bacteria	Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	HTCC5015	NA
ASV_01810	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	NA	NA
ASV_01811	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	NA
ASV_01812	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA	NA
ASV_01813	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	NA
ASV_01814	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_01815	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Amphiplicatus	NA
ASV_01816	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	NA
ASV_01817	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_01818	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_01819	Bacteria	Pseudomonadota	Gammaproteobacteria	pItb-vmat-80	NA	NA	NA
ASV_01820	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus	NA
ASV_01821	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylobacterium	NA
ASV_01822	Bacteria	Pseudomonadota	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	NA	NA
ASV_01823	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_01824	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_01825	Bacteria	Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella	NA
ASV_01826	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_01827	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ASV_01828	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	NA	NA
ASV_01829	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	NA
ASV_01830	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	mastitidis
ASV_01831	Bacteria	Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	Perspicuibacter	NA
ASV_01832	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
ASV_01833	Bacteria	Pseudomonadota	Gammaproteobacteria	UBA10353 marine group	NA	NA	NA
ASV_01834	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_01835	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	NA	NA	NA
ASV_01836	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 9	NA	NA	NA
ASV_01837	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_01838	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA
ASV_01839	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_01840	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	NA	NA	NA
ASV_01841	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus	NA
ASV_01842	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus	NA
ASV_01843	Bacteria	Cyanobacteriota	Cyanobacteriia	Thermosynechococcales	Acaryochloridaceae	Acaryochloris MBIC11017	NA
ASV_01844	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_01845	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	NA	NA	NA
ASV_01846	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	NA	NA
ASV_01847	Archaea	Thermoproteota	Nitrososphaeria	Nitrosocaldales	Nitrosocaldaceae	Candidatus Nitrosocaldus	NA
ASV_01848	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_01849	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella	NA
ASV_01850	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_01851	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	NA
ASV_01852	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	NA
ASV_01853	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_01854	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	NA
ASV_01855	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_01856	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
ASV_01857	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
ASV_01858	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_01859	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA	NA
ASV_01860	Bacteria	Myxococcota	bacteriap25	NA	NA	NA	NA
ASV_01861	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella	NA
ASV_01862	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiales Incertae Sedis	Anderseniella	NA
ASV_01863	Bacteria	Candidatus Eremiobacterota	Eremiobacteria	NA	NA	NA	NA
ASV_01864	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
ASV_01865	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	Sandaracinus	NA
ASV_01866	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus	NA
ASV_01867	Bacteria	Latescibacterota	NA	NA	NA	NA	NA
ASV_01868	Bacteria	Pseudomonadota	Gammaproteobacteria	UBA10353 marine group	NA	NA	NA
ASV_01869	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Devosia	NA
ASV_01870	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Puniceicoccaceae	Pelagicoccus	NA
ASV_01871	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_01872	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Propionigenium	NA
ASV_01873	Bacteria	SAR324 clade(Marine group B)	Incertae Sedis	Incertae Sedis	Incertae Sedis	Candidatus Nitrosoarchaeum	NA
ASV_01874	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus	NA
ASV_01875	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_01876	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_01877	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	NA	NA
ASV_01878	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_01879	Bacteria	Actinomycetota	NA	NA	NA	NA	NA
ASV_01880	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae	NA	NA
ASV_01881	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella	NA
ASV_01882	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_01883	Bacteria	Pseudomonadota	Gammaproteobacteria	D90	NA	NA	NA
ASV_01884	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus	NA
ASV_01885	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	NA	NA	NA
ASV_01886	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_01887	Bacteria	Pseudomonadota	Alphaproteobacteria	Parvibaculales	PS1 clade	NA	NA
ASV_01888	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella	NA
ASV_01889	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
ASV_01890	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	NA
ASV_01891	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_01892	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	NA
ASV_01893	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	NA
ASV_01894	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_01895	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	NA
ASV_01896	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_01897	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Seongchinamella	NA
ASV_01898	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia	NA
ASV_01899	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	NA	NA
ASV_01900	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
ASV_01901	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
ASV_01902	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA
ASV_01903	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	NA	NA
ASV_01904	Bacteria	Pseudomonadota	Alphaproteobacteria	Parvibaculales	PS1 clade	NA	NA
ASV_01905	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	NA	NA
ASV_01906	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Filomicrobium	NA
ASV_01907	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	NA
ASV_01908	Bacteria	NA	NA	NA	NA	NA	NA
ASV_01909	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gilvibacter	NA
ASV_01910	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_01911	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	NA
ASV_01912	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
ASV_01913	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_01914	Bacteria	Pseudomonadota	Gammaproteobacteria	AT-s2-59	NA	NA	NA
ASV_01915	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
ASV_01916	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_01917	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 9	NA	NA	NA
ASV_01918	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	NA
ASV_01919	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae	NA	NA
ASV_01920	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_01921	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
ASV_01922	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_01923	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	NA	NA	NA
ASV_01924	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	NA
ASV_01925	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Oceanicola	NA
ASV_01926	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_01927	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia	NA
ASV_01928	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	NA
ASV_01929	Bacteria	SAR324 clade(Marine group B)	Incertae Sedis	Incertae Sedis	Incertae Sedis	Candidatus Nitrosoarchaeum	NA
ASV_01930	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Yoonia	rosea
ASV_01931	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Roseivirga	NA
ASV_01932	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA	NA
ASV_01933	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	NA
ASV_01934	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Rubritalea	NA
ASV_01935	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	NA
ASV_01936	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_01937	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_01938	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	A4b	NA	NA
ASV_01939	Bacteria	Pseudomonadota	Gammaproteobacteria	EC3	NA	NA	NA
ASV_01940	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_01941	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_01942	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavirhabdus	NA
ASV_01943	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus	NA
ASV_01944	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_01945	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	NA
ASV_01946	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
ASV_01947	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Boseongicola	NA
ASV_01948	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	NA
ASV_01949	Bacteria	Gemmatimonadota	PAUC43f marine benthic group	NA	NA	NA	NA
ASV_01950	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	NA
ASV_01951	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Vallitalea	NA
ASV_01952	Bacteria	Pseudomonadota	Gammaproteobacteria	UBA10353 marine group	NA	NA	NA
ASV_01953	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Desemzia	incerta
ASV_01954	Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	NA
ASV_01955	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_01956	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
ASV_01957	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Caminicellaceae	Wukongibacter	baidiensis
ASV_01958	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
ASV_01959	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_01960	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Culicoidibacter	NA
ASV_01961	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	NA
ASV_01962	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_01963	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	granulosum
ASV_01964	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia	NA
ASV_01965	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	OM60(NOR5) clade	NA
ASV_01966	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_01967	Bacteria	Pseudomonadota	Gammaproteobacteria	EV818SWSAP88	NA	NA	NA
ASV_01968	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	NA
ASV_01969	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Loktanella	NA
ASV_01970	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
