asv	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_03988	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	NA
ASV_03989	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	Incertae Sedis	CSP1-2	NA
ASV_03990	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_03991	Bacteria	Pseudomonadota	Gammaproteobacteria	EPR3968-O8a-Bc78	NA	NA	NA
ASV_03992	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Roseibacillus	NA
ASV_03993	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_03994	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_03995	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Cognatishimia	NA
ASV_03996	Bacteria	Pseudomonadota	Gammaproteobacteria	EC3	NA	NA	NA
ASV_03997	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
ASV_03998	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
ASV_03999	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA
ASV_04000	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus	NA
ASV_04001	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA
ASV_04002	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	NA
ASV_04003	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter	NA
ASV_04004	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquibacter	NA
ASV_04005	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	NA	NA
ASV_04006	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	NA	NA
ASV_04007	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Cognatishimia	NA
ASV_04008	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA	NA
ASV_04009	Bacteria	Pseudomonadota	Gammaproteobacteria	EC3	NA	NA	NA
ASV_04010	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
ASV_04011	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
ASV_04012	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_04013	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA	NA
ASV_04014	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
ASV_04015	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus	NA
ASV_04016	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17	NA	NA	NA
ASV_04017	Bacteria	Pseudomonadota	Gammaproteobacteria	UBA10353 marine group	NA	NA	NA
ASV_04018	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
ASV_04019	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_04020	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	NA
ASV_04021	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae	NA	NA
ASV_04022	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera	NA
ASV_04023	Bacteria	Thermodesulfobacteriota	NA	NA	NA	NA	NA
ASV_04024	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	NA	NA	NA
ASV_04025	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_04026	Bacteria	Pseudomonadota	Gammaproteobacteria	EC3	NA	NA	NA
ASV_04027	Bacteria	Chloroflexota	Anaerolineae	Ardenticatenales	Ardenticatenaceae	NA	NA
ASV_04028	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	NA	NA
ASV_04029	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus	NA
ASV_04030	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Pseudobacteriovorax	NA
ASV_04031	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_04032	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	NA	NA
ASV_04033	Bacteria	Pseudomonadota	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	NA	NA
ASV_04034	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA	NA
ASV_04035	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Filomicrobium	NA
ASV_04036	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
ASV_04037	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus	NA
ASV_04038	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	NA
ASV_04039	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella	NA
ASV_04040	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA
ASV_04041	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	NA	NA
ASV_04042	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	NA
ASV_04043	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_04044	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA
ASV_04045	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_04046	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Endozoicomonadaceae	Kistimonas	NA
ASV_04047	Bacteria	Pseudomonadota	Gammaproteobacteria	AT-s2-59	NA	NA	NA
ASV_04048	Bacteria	Pseudomonadota	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	NA	NA
ASV_04049	Bacteria	Acidobacteriota	Subgroup 22	NA	NA	NA	NA
ASV_04050	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV_04051	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia	NA
ASV_04052	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	NA
ASV_04053	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_04054	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_04055	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_04056	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	NA	NA
ASV_04057	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium	NA
ASV_04058	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_04059	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_04060	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	NA
ASV_04061	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	NA
ASV_04062	Bacteria	Planctomycetota	028H05-P-BN-P5	NA	NA	NA	NA
ASV_04063	Bacteria	Pseudomonadota	Alphaproteobacteria	Tistrellales	Geminicoccaceae	NA	NA
ASV_04064	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonas	NA
ASV_04065	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_04066	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
ASV_04067	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_04068	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA
ASV_04069	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus Amoebophilus	NA
ASV_04070	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	NA
ASV_04071	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	Incertae Sedis	CSP1-2	NA
ASV_04072	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	defectiva
ASV_04073	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Rubritalea	NA
ASV_04074	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_04075	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	NA
ASV_04076	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	NA
ASV_04077	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonas	NA
ASV_04078	Bacteria	SAR324 clade(Marine group B)	Incertae Sedis	Incertae Sedis	Incertae Sedis	Candidatus Nitrosoarchaeum	NA
ASV_04079	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
ASV_04080	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	OM27 clade	NA
ASV_04081	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA	NA
ASV_04082	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
ASV_04083	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulforhopalus	NA
ASV_04084	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_04085	Bacteria	Pseudomonadota	Gammaproteobacteria	EPR3968-O8a-Bc78	NA	NA	NA
ASV_04086	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 9	NA	NA	NA
ASV_04087	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	Incertae Sedis	CSP1-2	NA
ASV_04088	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	NA	NA
ASV_04089	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	NA	NA
ASV_04090	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA	NA
ASV_04091	Bacteria	Pseudomonadota	Alphaproteobacteria	Thalassobaculales	NA	NA	NA
ASV_04092	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Arachnia	NA
ASV_04093	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_04094	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA	NA
ASV_04095	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	NA	NA
ASV_04096	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
ASV_04097	Bacteria	Pseudomonadota	Alphaproteobacteria	Caedibacterales	Caedibacteraceae	NA	NA
ASV_04098	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella	NA
ASV_04099	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	NA	NA	NA
ASV_04100	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseobacter clade NAC11-7 lineage	NA
ASV_04101	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
ASV_04102	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_04103	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiales Incertae Sedis	Bauldia	NA
ASV_04104	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_04105	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA	NA
ASV_04106	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	NA	NA	NA
ASV_04107	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_04108	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_04109	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	NA
ASV_04110	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_04111	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
ASV_04112	Bacteria	Acidobacteriota	Subgroup 26	NA	NA	NA	NA
ASV_04113	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA	NA
ASV_04114	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_04115	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_04116	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	NA	NA
ASV_04117	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_04118	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pikeienuella	NA
ASV_04119	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus	NA
ASV_04120	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_04121	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	NA
ASV_04122	Bacteria	NA	NA	NA	NA	NA	NA
ASV_04123	Bacteria	Pseudomonadota	Gammaproteobacteria	Tenderiales	Tenderiaceae	Candidatus Tenderia	NA
ASV_04124	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	NA	NA
ASV_04125	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	NA	NA	NA
ASV_04126	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA	NA
ASV_04127	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_04128	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
ASV_04129	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Bryocella	NA
ASV_04130	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA
ASV_04131	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus	NA
ASV_04132	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13	NA
ASV_04133	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_04134	Bacteria	Pseudomonadota	Gammaproteobacteria	Tenderiales	Tenderiaceae	Candidatus Tenderia	NA
ASV_04135	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	NA
ASV_04136	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_04137	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Clade I	Clade Ia	NA
ASV_04138	NA	NA	NA	NA	NA	NA	NA
ASV_04139	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_04140	Bacteria	Pseudomonadota	Gammaproteobacteria	EC3	NA	NA	NA
ASV_04141	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_04142	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA	NA
ASV_04143	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_04144	Bacteria	Pseudomonadota	Gammaproteobacteria	SS1-B-07-19	NA	NA	NA
ASV_04145	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
ASV_04146	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_04147	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
ASV_04148	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
ASV_04149	Bacteria	NA	NA	NA	NA	NA	NA
ASV_04150	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA
ASV_04151	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_04152	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	koll11	NA	NA
ASV_04153	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	NA
ASV_04154	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	NA	NA	NA
ASV_04155	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA	NA
ASV_04156	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA	NA
ASV_04157	Bacteria	Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Phormidesmis ANT.LACV5.1	NA
ASV_04158	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_04159	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_04160	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	NA	NA	NA
ASV_04161	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	NA
ASV_04162	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	NA	NA	NA
ASV_04163	Bacteria	Planctomycetota	BD7-11	NA	NA	NA	NA
ASV_04164	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Fuscovulum	NA
ASV_04165	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA
ASV_04166	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_04167	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
ASV_04168	Bacteria	Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	NA	NA
ASV_04169	Bacteria	Pseudomonadota	Gammaproteobacteria	UBA10353 marine group	NA	NA	NA
ASV_04170	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_04171	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
ASV_04172	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	NA
ASV_04173	Bacteria	Pseudomonadota	Gammaproteobacteria	AT-s2-59	NA	NA	NA
ASV_04174	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula	NA
ASV_04175	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	NA
ASV_04176	Bacteria	Pseudomonadota	Gammaproteobacteria	Beggiatoales	Leucotrichaceae	NA	NA
ASV_04177	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella	NA
ASV_04178	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium	NA
ASV_04179	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_04180	Bacteria	SAR324 clade(Marine group B)	Incertae Sedis	Incertae Sedis	Incertae Sedis	Candidatus Nitrosoarchaeum	NA
ASV_04181	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	NA	NA
ASV_04182	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Leptobacterium	NA
ASV_04183	Bacteria	NB1-j	NA	NA	NA	NA	NA
ASV_04184	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methyloligellaceae	NA	NA
ASV_04185	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus	NA
ASV_04186	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_04187	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Pseudahrensia	NA
ASV_04188	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	NA	NA
ASV_04189	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	A4b	NA	NA
ASV_04190	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
ASV_04191	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_04192	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	NA
ASV_04193	Bacteria	Pseudomonadota	Alphaproteobacteria	Kordiimonadales	NA	NA	NA
ASV_04194	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus	NA
ASV_04195	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	NA	NA	NA
ASV_04196	Bacteria	Bacillota	Bacilli	NA	NA	NA	NA
ASV_04197	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Yoonia	NA
ASV_04198	Bacteria	Pseudomonadota	Gammaproteobacteria	HOC36	NA	NA	NA
ASV_04199	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
ASV_04200	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus	NA
ASV_04201	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	NA
ASV_04202	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pikeienuella	NA
ASV_04203	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	NA	NA
ASV_04204	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
ASV_04205	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	NA
ASV_04206	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
ASV_04207	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	NA	NA
ASV_04208	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Marinicaulis	NA
ASV_04209	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Spongiimicrobium	NA
ASV_04210	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_04211	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_04212	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	NA	NA	NA
ASV_04213	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Amphritea	NA
ASV_04214	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Motiliproteus	NA
ASV_04215	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	NA	NA
ASV_04216	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12	NA	NA
ASV_04217	Bacteria	Pseudomonadota	Gammaproteobacteria	SZB50	NA	NA	NA
ASV_04218	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_04219	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus	NA
ASV_04220	Bacteria	SAR324 clade(Marine group B)	Incertae Sedis	Incertae Sedis	Incertae Sedis	Candidatus Nitrosoarchaeum	NA
ASV_04221	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	NA	NA
ASV_04222	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Pseudahrensia	NA
ASV_04223	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
ASV_04224	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Persicirhabdus	NA
ASV_04225	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	NA
ASV_04226	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 9	NA	NA	NA
ASV_04227	Bacteria	Pseudomonadota	Gammaproteobacteria	AT-s2-59	NA	NA	NA
ASV_04228	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_04229	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera	NA
ASV_04230	Bacteria	NA	NA	NA	NA	NA	NA
ASV_04231	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 9	NA	NA	NA
ASV_04232	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_04233	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
ASV_04234	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
ASV_04235	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	NA
ASV_04236	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	NA
ASV_04237	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bremerella	NA
ASV_04238	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Sva1033	NA	NA
ASV_04239	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muriicola	NA
ASV_04240	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	NA	NA
ASV_04241	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_04242	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	NA	NA
ASV_04243	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesoflavibacter	NA
ASV_04244	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Aliiglaciecola	NA
